1;1291;0.01;16;4.22;0.00316
2;1562;0.47;214;2.82;0.00316
3;1539;0.47;68;5.65;0.00316
4;1585;0.04;41;2.83;0.00316
5;1092;0.01;12;2.74;0.00316
